Data Bencana,,,,,,,,,,,,,,,
No.,Kode Identitas Bencana,ID Kabupaten,Tanggal Kejadian,Kejadian,Lokasi,Kabupaten,Provinsi,Kronologi & Dokumentasi,Penyebab,Meninggal,Hilang,Terluka,Rumah Rusak,Rumah Terendam,Fasum Rusak
2804,3205 101 2022 07 015 1,3205,15/07/2022,BANJIR,Kec. Cikajang Ds. Mekarjaya Ds. Cibodas Ds. Mekarsari Kec. Cibatu Ds. Mekarsari Ds. Sindangsuka Kec. Banjarwangi Ds. Banjarwangi Ds. Padahurip Ds. Jayabakti Ds. Wangunjaya Ds. Kadongdong Kec. Garut Kota Ds. Paminggir Ds. Sukanegla Ds. Muarasanding Ds. Kota Wetan Ds. Margawati Ds. Cimuncang Ds. Pakuwon Ds. Regol Ds. Ciwalen Ds. Kota Kulon Ds. Sukamentri Kec. Tarogong Kidul Ds. Sukajaya Ds. Kersamenak Ds. Jayawaras Ds. Sukakarya Ds. Mekargalih Ds. Cibunar Ds. Sukabakti Ds. Haurpanggung Ds. Pataruman Kec. Karangpawitan Ds. Suci Ds. Karangmulya Ds. Karangsari Ds. Cimurah Ds. Situjaya Ds. Suci Kaler Ds. Lengkongjaya Ds. Sindanglaya Kec. Bayongbong Ds. Pamalayan Ds. Ciburuy Ds. Bayongbong Ds. Karyajaya Ds. Sukasenang Ds. Mulyasari Ds. Mekarjaya Ds. Mekarsari Ds. Sirnagalih Ds. Banjarsari Ds. Hegarmanah Ds. Ciela Ds. Salakuray Kec. Tarogong kaler Ds. Mekarwangi Kec. Cilawu Ds. Ngamplangsari Ds. Mekarsari Ds. Ngamplang Ds. Sukamaju Ds. Sukamurni Ds. Mangkurakyat Ds. Sukamukti Ds. Mekarmukti Ds. Sukatani Ds. Pasanggrahan Ds. Cilawu Ds. Dayeuhmanggung Ds. Dangiang Kec. Pasirwangi Ds. Padamukti Ds. Pasirwangi Ds. Barusari Ds. Padasuka Ds. Padaasih Ds. Padaawas Ds. Karyamekar Kec. Singajaya Ds. Singajaya Ds. Karangagung Ds. Sukawangi Ds. Ciudian Kec. Cigedug Ds. Barusuda Ds. Cigedug Kec. Samarang Ds. Cintarasa Ds. Sukalaksana Ds. Sirnasari Ds. Cintaasih Ds. Samarang Ds. Cisarua Ds. Cintarakyat Ds. Sukarasa Ds. Cintakarya Ds. Sukalaksana Kec. Banyuresmi Ds. Cipicung Ds. Sukaratu Ds. Sukasenang,GARUT,JAWA BARAT,Dokumentasi,● Dipicu oleh intensitas curah hujan yang cukup tinggi dan dalam durasi yang cukup lama,,,,818,3510,195
2805,3674 101 2022 07 015 1,3674,15/07/2022,BANJIR,Kec. Pondok Aren Kel. Pondok Kacang Timur Kel. Jurangmangu Barat Kel. Pondok Pucung Kel. Pondok Kacang Timur Kec. Pamulang Kel. Pamulang Barat Kel. Pamulang Timur Kel. Pondok Benda Kec. Serpong Utara Kel. Paku Alam Kel. Jelupang Kec. Ciputat Kel. Serua Kel. Jombang Kec. Ciputat Timur Kel. Cireundeu Kec. Serpong Kel. Buaran Kel. Ciater,KOTA TANGERANG SELATAN,BANTEN,Dokumentasi,● Dipicu hujan dengan intensitas sedang hingga deras disertai angin kencang dan saluran drainase yang tidak menampung debit air yang masuk,,,,0,843,0
2806,1613 101 2022 07 015 1,1613,15/07/2022,BANJIR,Kec. Nibung Ds. Kelumpang Jaya,MUSI RAWAS UTARA,SUMATERA SELATAN,Dokumentasi,"● Dipicu oleh hujan dengan intensitas sedang-tinggi yang menyebabkan debit air plumpang naik, sehingga terjadi banjir",,,,0,9,0
2807,1803 101 2022 07 015 1,1803,15/07/2022,BANJIR,Kec. Raja Basa Ds. Kunjir,LAMPUNG SELATAN,LAMPUNG,Dokumentasi,● Dipicu oleh gelombang pasang air laut,,,,0,5,0
2808,3171 101 2022 07 015 1,3171,15/07/2022,BANJIR,Kota Jakarta Selatan Kec. Cilandak Kel. Pondok Labu Kel. Pondok Pinang Kel. Kebayoran Lama Utara Kec. Kebayoran Baru Kel. Petogogan Kel. Cipete Utara Kec. Jagakarsa Kel. Tanjung Barat Kec. Mampang Prapatan Kel. Bangka Kec. Pasar Minggu Kel. Cilandak Timur Kec. Pancoran Kel. Rawajati Kec. Tebet Kel. Manggarai Kec. Pesanggarahan Kel. Pesanggarahan Kel. Bintaro,KOTA JAKARTA SELATAN,DKI JAKARTA,Dokumentasi,● Dipicu oleh intensitas curah hujan yang cukup tinggi di wilayah DKI menyebabkan kali Ciliwung meluap,,,,0,111,0
2809,3174 101 2022 07 015 1,3174,15/07/2022,BANJIR,Kota Jakarta Barat Kec. Kebon Jeruk Kel. Kedoya Selatan Kec. Cengkareng Kel. Rawa Buaya Kel. Duri Kosambi Kec. Kembangan Kel. Joglo Kel. Kembangan Utara Kel. Kembangan Selatan Kec. Kalideres Kel. Kamal,KOTA JAKARTA BARAT,DKI JAKARTA,Dokumentasi,● Dipicu oleh intensitas curah hujan yang cukup tinggi di wilayah DKI menyebabkan kali Ciliwung meluap,,,,0,,0
2810,3172 101 2022 07 015 1,3172,15/07/2022,BANJIR,Kota Jakarta Timur Kec. Kramat Jati Kel. Cililitan Kel. Cawang Kel. Balekambang Kec. Jatinegara Kel. Bidara Cina Kel. Kampung Melayu,KOTA JAKARTA TIMUR,DKI JAKARTA,Dokumentasi,● Dipicu oleh intensitas curah hujan yang cukup tinggi di wilayah DKI menyebabkan kali Ciliwung meluap,,,,0,,0
2811,7504 101 2022 07 015 1,7504,15/07/2022,BANJIR,Kec. Bonepantai Ds. Tongo,BONE BOLANGO,GORONTALO,Dokumentasi,● Dipicu hujan dengan intensitas sedang hingga tinggi di bagian pesisir (kecamatan Bonepantai) dari pukul 21.30wita hingga 01.30 wita menyebabkan banjir,,,,2,106,0
2812,3175 101 2022 07 015 1,3175,15/07/2022,BANJIR,Kota Jakarta Utara Kec. Penjaringan Kel. Kapuk Muara,KOTA JAKARTA UTARA,DKI JAKARTA,Dokumentasi,● Dipicu oleh intensitas curah hujan yang cukup tinggi di wilayah DKI menyebabkan kali Ciliwung meluap,,,,0,,0
2813,7325 101 2022 07 015 1,7325,15/07/2022,BANJIR,Kec. Wotu Ds.Balo-balo,LUWU TIMUR,SULAWESI SELATAN,Dokumentasi,● Hujan dengan intensitas sedang-lebat lima hari berturut-turut mengguyur di hulu sungai tawawu sehingga mengakibatkan meluapnya debit air,,,,0,5,0
2814,3319 101 2022 07 014 1,3319,14/07/2022,BANJIR,Kec. Mejobo Ds. Kesambi Ds. Golan Tepus Ds. Hadiwarno,KUDUS,JAWA TENGAH,Dokumentasi,"● Dipicu intensitas hujan sangat tinggi yang terjadi di wilayah Kab. Kudus bagian atas pada hari Kamis, 14 Juli 2022, Pkl. 01:00 WIB s/d 04.30 WIB, sehingga sungai Piji yang berada di Ds. Kesambi meluap dikarenakan adanya tumpukan sampah cukup banyak di jembatan berakibatnya air melimpas cukup deras mulai jam 03.30 WIB dengan ketinggian limpasan 20 cm",,,,0,201,0
2815,3514 101 2022 07 014 1,3514,14/07/2022,BANJIR,Kec. Kraton Ds. Kalirejo,PASURUAN,JAWA TIMUR,Dokumentasi,● Dipicu oleh cuaca ekstrim yang menyebabkan gelombang pasang air laut,,,,0,170,0
2816,3514 101 2022 07 014 1,3514,14/07/2022,BANJIR,Kec. Panggungrejo Kel. Mandaranrejo,PASURUAN,JAWA TIMUR,Dokumentasi,● Banjir Rob yang yang disebabkan oleh pasang air laut yang cukup tinggi dan ketinggian genangan air mencapai ± 20 cm.,,,,0,10,0
2817,9109 101 2022 07 013 1,9109,13/07/2022,BANJIR,Distrik Yembun Kmp. Metbesa Kmp. Metnayam Distrik Bamusbama Kmp. Bamus Waiman,TAMBRAUW,PAPUA BARAT,Dokumentasi,"Dipicu hujan dengan Intensitas Sedang Hingga Lebat, Yang Berlangsung ± Sejak Pukul 16:00 WIT – 09:00 WIT Menyebabkan Banjir di Kampung Metbesa & Kampung Metnayam",,,,2,,0
2818,8203 101 2022 07 013 1,8203,13/07/2022,BANJIR,Kec. Sanana Ds. Fagudu Ds. Falahu Ds. Fogi Ds. Waihama Ds. Wai Ipa Ds. Umaloya Kec. Sanana Utara Ds. Man Gega Ds. Fukweu Kec. Sulabesi Tengah Ds. Pastina,KEPULAUAN SULA,MALUKU UTARA,Dokumentasi,"Dipicu akibat hujan dengan intensitas lebat dan terjadi banjir pada hari Rabu, 13 Juli 2022 Pukul 21.00 WITA",,,,7,750,0
2819,7503 101 2022 07 013 1,7503,13/07/2022,BANJIR,Kec. Taluditi Ds. PK 1 Kec. Marisa Ds. Teratai Kec. Patilanggio Ds.Dulomo Ds. Tirto Asri Ds. Malango,POHUWATO,GORONTALO,Dokumentasi,"Dipicu hujan dengan intensitas tinggi sejak sore hari yang mengakibatkan debit air sungai naik pada hari Rabu, 13 Juli 2022, Pkl. 20:30 WITA",,,,0,431,0
2820,3318 101 2022 07 013 1,3318,13/07/2022,BANJIR,Kec. Margoyoso Ds. Bulumanis Kidul Ds. Tunjungrejo Ds. Cebolek Kidul Ds. Kajen Ds. Margoyuhu Kidul Kec. Sekarjalak Ds. Cibolek Kidul Kec. Pati Ds. Sidokerto Ds. Mulyoharjo Ds. Tambaharjo Ds. Payang Ds. Kutoharjo Kel. Pati Wetan Kel. Kalidoro Kel. Parenggan Ds. Sidoharjo Ds. Dengkek Ds. Semampir Ds. Garitan Ds. Sugiharjo Ds. Widorokandang Ds. Purworejo Kel. Pati Lor Kec. Trangkil Ds. Karangwage Ds. Kadilangu Ds. Ketanen Kec. Wedarijaksa Ds. Kepoh Ds. Tawangharjo Ds. Jontro Ds. Ngurenrejo,PATI,JAWA TENGAH,Dokumentasi,● Dipicu oleh hujan intensitas tinggi di sekitar Gunung Muria bagian Timur,,,,38,523,0
2821,9104 101 2022 07 013 1,9104,13/07/2022,BANJIR,Distrik Tembuni Kmp. Husul Kmp. Bangun Harjo Kmp. Bangun Mulya Kmp. Tusur,TELUK BINTUNI,PAPUA BARAT,Dokumentasi,"● Dipicu hujan dengan Intensitas Sedang Hingga Lebat, Yang Berlangsung ± Sejak Pukul 12:00 WIT – 14:00 WIT Menyebabkan Banjir di Kampung Husu",,,,22,,0
2822,8107 101 2022 07 012 1,8107,12/07/2022,BANJIR,Kec. Kian Darat Kec. Bula Ds. Bula,SERAM BAGIAN TIMUR,MALUKU,Dokumentasi,● Dipicu oleh hujan dengan intensitas sedang hingga lebat disertai petir/kilat mengakibatkan terjadinya Banjir Bandang pada lokasi kejadian,,,,0,90,0
2823,7207 101 2022 07 012 1,7207,12/07/2022,BANJIR,Kec. Bokat Ds. Bongo Ds. Bokat 4,BUOL,SULAWESI TENGAH,Dokumentasi,● Dipicu hujan dengan intensitas tinggi sejak pukul 12.00 WITA mengakibatkan air meluap dan merendam pemukiman warga,,,,0,38,0
2824,3202 101 2022 07 012 1,3202,12/07/2022,BANJIR,Kec. Gunungpuyuh Kel. Karang Tengah,SUKABUMI,JAWA BARAT,Dokumentasi,Curah Hujan dengan intensitas hujan yang tinggi disertai angin kencang,,,,1,10,0
2825,8106 101 2022 07 011 1,8106,11/07/2022,BANJIR,Kec. Kairatu Ds. Kamarian Ds. Seruawan Kec. Amalatu Ds. Rumahkay Ds. Tihulale Kec. Huamual Ds. Lokki,SERAM BAGIAN BARAT,MALUKU,Dokumentasi,● Dipicu akibat hujan dengan Intensitas Sedang hingga lebat disertai angin kencang. Mulai dari pukul 21.00 WIT s/d pukul 05.00 WIT. Sehingga mengakibatkan luapan air dari sungai-sungai di sekitar wilayah kejadian. Meluap hingga permukaan dan mengakibatkan Banjir dan Tanah Longsor di bibir Sungai,,,,1,700,0
2826,7109 101 2022 07 011 1,7109,11/07/2022,BANJIR,Kec. Ratatotok Ds. Ratatotok Ds. Ratatotok Timur Ds. Ratatotok Tenggara,MINAHASA TENGGARA,SULAWESI UTARA,Dokumentasi,"Dipicu intensitas curah hujan yg tinggi, sehingga tidak mampunya 'Sungai Mati' tidak mampu menampung debit air, mengakibatkan genangan air di beberapa titik dan banjir di sebagian rumah warga di 3 desa",,,,0,45,0
2827,1221 101 2022 07 011 1,1221,11/07/2022,BANJIR,Kec. Hulu Sihapas Ds. Sidongdong,PADANG LAWAS,SUMATERA UTARA,Dokumentasi,● Dipicu hujan dengan intensitas tinggi sehingga meluapnya sungai Sirumambe,,,,0,90,0
2828,7313 101 2022 07 011 1,7313,11/07/2022,BANJIR,Kec. Pitumpanua Ds. Bulete,WAJO,SULAWESI SELATAN,Dokumentasi,● Dipicu hujan dengan intensitas tinggi dengan durasi yang lama,,,,1,,0
2829,7111 101 2022 07 011 1,7111,11/07/2022,BANJIR,Kec. Kotabunan Ds. Buyat Bersatu,BOLAANG MONGONDOW TIMUR,SULAWESI UTARA,Dokumentasi,● dipicu akibat cuaca ekstrim yang melanda wilayah Boltim,,,,0,200,0
2830,8208 101 2022 07 011 1,8208,11/07/2022,BANJIR,Kec. Tabona Ds. Kabuno,PULAU TALIABU,MALUKU UTARA,Dokumentasi,● dipicu intensitas hujan yang tinggi sejak pukul 06.00 – 17.00 WIT dan kondisi Sungai yang tidak bisa menampung debit air yang tinggi sehingga menyebabkan meluapnya air sungai ke pemukiman warga Desa Kabuno,,,,0,60,0
2831,8203 101 2022 07 010 1,8203,10/07/2022,BANJIR,Kec. Mangole Tengah Ds. Capalulu,KEPULAUAN SULA,MALUKU UTARA,Dokumentasi,● dipicu akibat hujan dengan intensitas lebat dan terjadi banjir,,,,0,,1
2832,8206 101 2022 07 010 1,8206,10/07/2022,BANJIR,Kec. Wasile Timur Ds. Dakaino Ds. Rawamangun,HALMAHERA TIMUR,MALUKU UTARA,Dokumentasi,● Dipicu hujan dengan intensitas tinggi dan meluapnya air sungai dan menyebabkan banjir yang menggenangi pemukiman warga,,,,0,140,0
2833,7209 101 2022 07 09 1,7209,09/07/2022,BANJIR,Kec. Ampana Kota Kel. Dondo Barat Kel. Bailo Kel. Malotong,TOJO UNA-UNA,SULAWESI TENGAH,Dokumentasi,"● Dipicu hujan dengan intensitas tinggi sehingga dan sistem drainase yang tidak dapat menampung debit air pada hari Sabtu, 09 Juli 2022, Pkl. 17.00 WITA",,,,0,100,0
2834,7202 101 2022 07 09 1,7202,09/07/2022,BANJIR,Kec. Pagimana Ds. Siuna,BANGGAI,SULAWESI TENGAH,Dokumentasi,"● Curah hujan yg tinggi dari pukul 19.00 s/d 21.03 malam mengakibatkan terjadinya Banjir dan meluapnya air kuala mati Desa Siuna,,merendam beberapa rumah warga",,,,14,14,0
2835,7204 101 2022 07 09 1,7204,09/07/2022,BANJIR,Kec. Poso Kota Selatan Kel. Sayo,POSO,SULAWESI TENGAH,Dokumentasi,● Akibat curah hujan tinggi Dari Pukul 13.00 WITA hingga Pukul 18.00 mengakibatkan sungai Sayo Meluap dan membanjiri kelurahan Sayo,,,,0,25,0
2836,7313 101 2022 07 09 1,7313,09/07/2022,BANJIR,Kec. Keera Ds. Awota Ds. Keera Ds. Pooja Ds. Labawang Ds. Ballere Kec. Pitumpanua Ds. Lompoloang Ds. Bulete Ds. Tobarakka Ds. Benteng Ds. Siwa,WAJO,SULAWESI SELATAN,Dokumentasi,● Hujan dengan intensitas sedang hingga tinggi sejak 8 Juli 2022 mengakibatkan lepasnya air di Bendung Awo dan Sungai Bulete tidak mampu menampung debit air sehingga air memasuki lingkungan perumahan dan area persawahan.,,,,0,2415,0
2837,7503 101 2022 07 09 1,7503,09/07/2022,BANJIR,Kec. Paguat Ds. Buhu Jaya Ds. Maleo Kec. Marisa Ds. Teratai 2 Kec. Taluditi Ds. Tirto Asri,POHUWATO,GORONTALO,Dokumentasi,● dipicu angin Kencang disertai Hujan deras yang mengguyur Kabupaten Pohuwato sejak pukul 15.30 wita menyebabkan debit air naik dan berdampak banjir di beberapa kecamatan di Kabupaten Pohuwato dengan TMA 20 - 75 Cm,,,,0,240,0
2838,7501 101 2022 07 09 1,7501,09/07/2022,BANJIR,Kec. Dulupi Ds. Dulupi Ds. Tabongo,BOALEMO,GORONTALO,Dokumentasi,● dipicu akibat hujan dengan intensitas sedang hingga lebat yang terjadi di wilayah Kab. Boalemo sehingga terjadi meluapnya dua aliran sungai di Desa Dulupi dan Desa Tabongo dan menyebabkan banjir,,,,0,450,0
2839,8171 101 2022 07 08 1,8171,08/07/2022,BANJIR,Kec. Sirimau Kel. Amantelu Kel. Batu Meja Kel. Batu Merah Kel. Batu Gajah Kel. Karang Panjang Kel. Hative Kecil Kec. Teluk Ambon Ds. Hunuth Kec. Nusaniwe Ds. Amahusu Kec. Baguala Kel. Halong Baru Kel. Passo Kel. Negeri Lama Kel. Waiheru,KOTA AMBON,MALUKU,Dokumentasi,,1,,,13,715,0
2840,3525 101 2022 07 06 1,3525,06/07/2022,BANJIR,Kec. Sidayu Ds. Sukorejo Ds. Gedangan Kec. Panceng Ds. Petung Ds. Wotan Ds. Dalegan,GRESIK,JAWA TIMUR,Dokumentasi,"Dipicu oleh intensitas curah hujan yang cukup tinggi di wilayah kec. Sidayu dan Kec. Panceng yang menyebabkan debit air Waduk Wotan mengalami peningkatan sehingga pada hari Rabu, 06 Juli 2022 pukul 04.30 WIB Waduk Wotan jebol dan air meluap menggenangi jalan desa serta pemukiman warga",,,,0,477,0
2841,8171 101 2022 07 05 1,8171,05/07/2022,BANJIR,Kec. teluk ambon Kec. Sirimau kec. Baguala Kec. Nusaniwe Desa Nania Desa Hunut Desa lata Desa Waiheru Desa Poka,KOTA AMBON,MALUKU,Dokumentasi,Dipicu hujan dengan intensitas tinggi disertai angin kencang,,,,0,36,0
2842,8106 101 2022 07 05 1,8106,05/07/2022,BANJIR,Kec. Huamual Desa Iha,SERAM BAGIAN BARAT,MALUKU,Dokumentasi,Hujan dengan Intensitas Sedang hingga lebat Sehingga mengakibatkan luapan air dari sungai-sungai kecil dan besar di sekitar wilayah kejadian. Meluap hingga permukaan dan mengakibatkan Banjir dan Tanah Longsor di bibir Sungai,6,,3,1,,0
2843,7208 101 2022 07 04 1,7208,04/07/2022,BANJIR,Kec. Taopa Desa Karya Abadi,PARIGI MOUTONG,SULAWESI TENGAH,Dokumentasi,"Hujan dengan intensitas tinggi pada pukul 16.00 WITA di Desa Karya Abadi mengakibatkan meluapnya aliran sungai hingga merendam jalur transportasi, pemukiman warga dan perkebunan warga",,,,0,5,0
2844,6372 101 2022 07 04 1,6372,04/07/2022,BANJIR,Kec. Banjarbaru Kel. Kemuning Kel. Loktabat Selatan Kec. Banjarbaru Selatan Kel. Kemuning Kec. Banjarbaru Utara Kel. Loktabat Kec. Landasan Ulin Kel. Guntung Payung Kel. Syamsudin Noor Kel. Landasan Ulin Timur Kec. Cempaka,KOTA BANJARBARU,KALIMANTAN SELATAN,Dokumentasi,Hujan dengan intensitas tinggi,,,,0,820,0
2845,7322 101 2022 07 04 1,7322,04/07/2022,BANJIR,Kec.Mappadeceng Desa Cenda Putih,LUWU UTARA,SULAWESI SELATAN,Dokumentasi,"Dipicu intensitas hujan 1 sampai 2 hari terakhir agak tinggi sehingga terjadi genangan di pemukiman masyarakat diakibatkan karena drainase dan saluran kurang lancar, tdk bersih ditambah ada pekerjaan drainase sementara dikerjakan",,,,0,76,0
2846,7316 101 2022 07 04 1,7316,04/07/2022,BANJIR,Kec. Anggeraja Kel. Tanete Kel. Lakawan Kel. Mataran Ds. Batu Noni,ENREKANG,SULAWESI SELATAN,Dokumentasi,"● Dipicu hujan lebat secara terus menerus selama dua jam memicu naiknya debit air mengakibatkan terjadinya luapan menggenangi area pemukiman, jalan dan merendam lahan pertanian warga",,,,0,10,0
2847,1813 101 2022 07 04 1,1813,04/07/2022,BANJIR,"Kec Karya Penggawa Dusun, Penyabungan",PESISIR BARAT,LAMPUNG,Dokumentasi,Telah terjadi Gelombang Tinggi di wilayah Kab. Pesisir Barat,,,,10,,0
2848,7602 101 2022 07 04 1,7602,04/07/2022,BANJIR,Kec. Mapilli Ds. Segerang Ds. Bonra,POLEWALI MANDAR,SULAWESI BARAT,Dokumentasi,Intensitas curah Hujan yang cukup tinggi mengakibatkan meluapnya sungai Maloso,,,,0,43,0
2849,1107 101 2022 07 03 1,1107,03/07/2022,BANJIR,Kec. Johan pahlawan Gp. Suak ribe Gp. Ujong kalak Gp. Pasir,ACEH BARAT,ACEH,Dokumentasi,Sekitar jam 6 pagi ombak gelombang pasang menerpa bibir pantai di 3 Gampong dengan kencang dan merendamkan rumah warga yang sangat dekat dengan bibir pantai,,,,0,138,0
2850,3202 101 2022 07 03 1,3202,03/07/2022,BANJIR,Kec. Palabuhanratu Kel Palabuhanratu,SUKABUMI,JAWA BARAT,Dokumentasi,Gelombang tinggi,,,,17,,0
2851,8109 101 2022 07 02 1,8109,02/07/2022,BANJIR,Kec. Ds. Pohon Batu,BURU SELATAN,MALUKU,Dokumentasi,Akibat Hujan dengan Intensitas Tinggi sehingga mengakibatkan terjadinya Banjir,,,,0,13,0
2852,1709 101 2022 06 030 1,1709,30/06/2022,BANJIR,Kec. Talang Empat Ds. Pulau Panggung Ds. Jaya Karta Ds. Nakau Ds. Tengah Padang Ds. Taba Pasma Ds. Kembang Seri Kec. Karang Tinggi Ds. Talang Empat Ds. Taba Terunjam Ds. Penanding Ds. Kancing Kec. Pondok Kelapa Ds. Sido Dadi Ds. Srikaton,BENGKULU TENGAH,BENGKULU,Dokumentasi,● Dipicu hujan dengan intensitas tinggi,,,,0,273,0
2853,6201 101 2022 06 030 1,6201,30/06/2022,BANJIR,Kec. Pangkalan Banteng Ds. Sungai Hijau Kec. Arut Selatan Kel. Sidorejo Kec. Arut Utara Kel. Pangkut Kec. Kotawaringin Lama Kec. Pangkalan Lada Ds. Pandu Sanjaya Kec. Pangkalan Banteng Ds. Sungai Bengkuang Ds. Sungai Hijau Ds. Semanggang,KOTAWARINGIN BARAT,KALIMANTAN TENGAH,Dokumentasi,● Dipicu oleh hujan dengan intensitas tinggi,,,,0,66,0
2854,5304 101 2022 06 030 1,5304,30/06/2022,BANJIR,Kec. Kualin Ds. Toineke Kec.Amanatun Selatan Ds.Netutnana Ds.Bena Ds.Fenun Kec.Santian Ds.Neontes Kec.Kuatnana Ds.Naukae Kec.Boking Ds.Boking Kec.Toianas Ds.Skinu Kec.Kie Ds.Enonapi Ds.Enonapi Kec.Amanatun Utara Ds.Fotilo Kec.Tobu Ds. Tobu Kec.Amanuban Selatan Ds. Bena Kec. Kolbano Ds.Kolbano,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR,Dokumentasi,Dipicu curah hujan dengan intensitas tinggi mengakibatkan terjadi luapan sungai yang menggenangi pemukiman masyarakat,2,1,,6,100,2
2855,6106 101 2022 06 030 1,6106,30/06/2022,BANJIR,Kec.Jelai Hulu Ds. Periangan Ds. Biku Sarana,KETAPANG,KALIMANTAN BARAT,Dokumentasi,"● Dipicu tingginya intensitas curah hujan di wilayah tersebut sehingga meluapnya sungai jelai dan merendam pemukiman warga yang berada di pinggir sungai,",,,,0,43,0
2856,1701 101 2022 06 030 1,1701,30/06/2022,BANJIR,Kec. Pino Raya Ds.Telaga dalam,BENGKULU SELATAN,BENGKULU,Dokumentasi,● Dipicu hujan dengan intensitas cukup tinggi yang mengguyur wilayah Kabupaten Bengkulu Selatan pada hari Rabu s.d Kamis tanggal 29-30 Juni 2022 menyebabkan beberapa rumah warga terendam banjir.,,,,0,33,0
2857,2104 101 2022 06 030 1,2104,30/06/2022,BANJIR,Kec. Singkep Kel. Dabo Lama Ds. Batu Berdaun Ds. Bayu Kacang,LINGGA,KEPULAUAN RIAU,Dokumentasi,● Dipicu oleh luapan sungai dan pasang air laut,,,,0,22,2
2858,1705 101 2022 06 029 1,1705,29/06/2022,BANJIR,Kec. Seluma Selatan Kel. Sido Mulyo Kec. Talo Kecil Ds. Taba Ds. Tebat Sibun Ds. Suka Merindu Kec. Sukaraja Ds. Jenggalu Kec. Air Periukan Ds. Padang Pelasan Ds. Simpang Tiga Ds. Lawang Agung Kec. Lubuk Sandi Ds. Sakaian Kec. Semidang Alas Maras Ds. Talang Alai Ds. Gimbu Bedar Kec. Ilir Tara Ds.Panago II Ds. Panago Baru Ds. Rawa Indah Ds. Talang Kabu Ds. Pasar Talo Kec. Seluma Utara Kel. Punguk,SELUMA,BENGKULU,Dokumentasi,● Dipicu oleh hujan dengan intensitas tinggi,,,,2,2484,0
2859,5321 101 2022 06 029 1,5321,29/06/2022,BANJIR,Kec. Wewiku Kec. Malaka Barat Kec. Malaka Tengah Kec. Weliman Kec. Kobalima,MALAKA,NUSA TENGGARA TIMUR,Dokumentasi,"Dipicu curah hujan dengan intensitas tinggi mengakibatkan Sungai Wamena meluap menyebabkan banjir pada hari Rabu, 29 Juni 2022 Pkl. 05.00 WITA",,,,0,3000,0
2860,5302 101 2022 06 029 1,5302,29/06/2022,BANJIR,Kec. Wulla Waijilu Ds. Hadamakali Ds. Lainjanji,SUMBA TIMUR,NUSA TENGGARA TIMUR,Dokumentasi,● Dipicu oleh hujan dengan intensitas tinggi dan meluapnya air sungai di desa lainjanji,,,,0,59,0
2861,1771 101 2022 06 029 1,1771,29/06/2022,BANJIR,Kec. Mura Bangkahulu Kel. Bentiring Kel. Rawa Makmur Kel. Pematang Gubernur Kec. Sungai Serut Kel. Tanjung Agung Kel. Tanjung Jaya Kel. Sukamerindu Kec. Ratu Agung Kel. Sawah Lebar Kel. Sawah Lebar Baru Kel. Nusa Indah Kel. Tanah Patah Kec. Selebar Kel. Pagar Dewa Kel. Bumi Ayu Kel. Pekan Sabtu Kec. Kampung Melayu Kel. Padang Serai Kel. Kandang Mas,KOTA BENGKULU,BENGKULU,Dokumentasi,● Dipicu oleh hujan dengan intensitas tinggi,,,,0,1727,0
2862,5318 101 2022 06 028 1,5318,28/06/2022,BANJIR,Kec. Mauponggo Kec. Nanga roro Kec. Keo Tengah Kec. Bowaway,NAGEKEO,NUSA TENGGARA TIMUR,Dokumentasi,"Dipicu hujan dengan intensitas tinggi pada hari Rabu, 28 Juni 2022, Pkl. 23.00 WITA",,,,0,200,0
2863,8203 101 2022 06 027 1,8203,27/06/2022,BANJIR,Kec. Sulabesi Timur Ds. Baleha,KEPULAUAN SULA,MALUKU UTARA,Dokumentasi,● dipicu akibat hujan dengan intensitas lebat dan saluran drainase yang buruk sehingga tidak mampu menampung debit air dan meluap,,,,0,15,0
2864,7203 101 2022 06 027 1,7203,27/06/2022,BANJIR,Kec. Bahodopi Ds. Fatufia Ds. Bahomakmur,MOROWALI,SULAWESI TENGAH,Dokumentasi,● dipicu akibat intensitas hujan dengan intensitas tinggi dari pukul 11.00 hingga 17.00 WITA,,,,0,500,0
2865,3206 101 2022 06 026 1,3206,26/06/2022,BANJIR,Kec. Sukaresik Ds. Banjarsari,TASIKMALAYA,JAWA BARAT,Dokumentasi,● hujan dengan intensitas sangat lebat dan dengan durasi waktu hujan yang cukup lama,,,,0,6,0
2866,1603 101 2022 06 026 1,1603,26/06/2022,BANJIR,Kec. Tanjung Enim Kec. Tanjung Agung Kec. Muara Enim,MUARA ENIM,SUMATERA SELATAN,Dokumentasi,● dipicu akibat curah hujan dengan intensitas sangat lebat dan dengan durasi waktu hujan yang cukup lama,,,,0,542,0
2867,3302 101 2022 06 026 1,3302,26/06/2022,BANJIR,Kec. Lumbir Ds. Lumbir Ds. Kedunggede Ds. Cingebul Ds. Dermaji,BANYUMAS,JAWA TENGAH,Dokumentasi,● dipicu akibat hujan dengan intensitas sedang hingga lebat yang terjadi di wilayah Kab. Banyumas dan struktur tanah yang labil sehingga menyebabkan tanah longsor dan banjir,,,3,13,10,1
